timestamp,open,high,low,close,volume
2025-03-25 22:05:00,143.26,143.37,143.15,143.27,6724.974
2025-03-25 22:10:00,143.27,143.37,143.15,143.27,4670.875
2025-03-25 22:15:00,143.26,143.32,142.73,142.91,13019.831
2025-03-25 22:20:00,142.9,142.93,142.65,142.87,8224.879
2025-03-25 22:25:00,142.88,142.9,142.66,142.81,8118.013
2025-03-25 22:30:00,142.8,142.9,142.48,142.9,9947.876
2025-03-25 22:35:00,142.89,143.27,142.84,143.27,7523.015
2025-03-25 22:40:00,143.27,143.36,143.16,143.31,3975.48
2025-03-25 22:45:00,143.32,144.44,143.01,143.46,21545.668249999995
2025-03-25 22:50:00,143.46,144.07,143.38,143.73,11994.793
2025-03-25 22:55:00,143.74,143.74,143.41,143.42,4162.565
2025-03-25 23:00:00,143.41,143.65,143.3,143.33,8740.077
2025-03-25 23:05:00,143.34,143.69,143.29,143.69,5274.841
2025-03-25 23:10:00,143.69,143.76,143.45,143.75,8851.194
2025-03-25 23:15:00,143.76,144.11,143.62,143.87,9384.366
2025-03-25 23:20:00,143.87,144.0,143.67,143.97,4046.116
2025-03-25 23:25:00,143.97,144.04,143.71,143.74,2822.425
2025-03-25 23:30:00,143.74,143.77,143.59,143.72,4054.664
2025-03-25 23:35:00,143.72,143.86,143.56,143.77,2745.058
2025-03-25 23:40:00,143.76,143.87,143.57,143.8,6062.726
2025-03-25 23:45:00,143.79,143.84,143.57,143.8,4903.469
2025-03-25 23:50:00,143.8,144.05,143.8,143.92,5948.087
2025-03-25 23:55:00,143.91,143.91,143.61,143.64,4609.017
2025-03-26 00:00:00,143.64,143.77,143.32,143.43,11166.281
2025-03-26 00:05:00,143.42,143.47,143.11,143.3,5623.801
2025-03-26 00:10:00,143.31,143.54,143.28,143.38,4469.204
2025-03-26 00:15:00,143.38,143.53,143.24,143.43,4490.96
2025-03-26 00:20:00,143.44,143.62,143.25,143.54,6104.561
2025-03-26 00:25:00,143.53,143.97,143.48,143.89,5350.812
2025-03-26 00:30:00,143.89,143.97,143.66,143.91,7016.792
2025-03-26 00:35:00,143.9,144.18,143.9,143.98,8058.425
2025-03-26 00:40:00,143.97,144.36,143.97,144.18,9987.434
2025-03-26 00:45:00,144.17,144.51,144.07,144.41,7466.608
2025-03-26 00:50:00,144.41,144.63,144.27,144.28,7549.923
2025-03-26 00:55:00,144.29,144.29,144.07,144.16,4785.247
2025-03-26 01:00:00,144.17,144.17,143.83,143.99,10726.299
2025-03-26 01:05:00,143.99,144.03,143.69,143.74,7194.146
2025-03-26 01:10:00,143.75,144.01,143.7,143.99,5412.89
2025-03-26 01:15:00,143.99,144.06,143.81,143.96,4518.426
2025-03-26 01:20:00,143.97,144.43,143.96,144.22,7032.465
2025-03-26 01:25:00,144.23,144.48,144.0,144.3,10058.752
2025-03-26 01:30:00,144.3,144.44,144.13,144.42,9585.411
2025-03-26 01:35:00,144.42,144.43,144.14,144.17,4866.854
2025-03-26 01:40:00,144.16,144.42,144.09,144.3,5369.281
2025-03-26 01:45:00,144.31,144.46,144.17,144.34,5226.515
2025-03-26 01:50:00,144.35,144.37,144.05,144.23,5610.22
2025-03-26 01:55:00,144.23,144.29,144.05,144.09,5495.123
2025-03-26 02:00:00,144.09,144.1,143.5,143.53,10440.77
2025-03-26 02:05:00,143.52,143.59,143.27,143.56,8728.304
2025-03-26 02:10:00,143.57,143.57,143.19,143.22,5476.451
2025-03-26 02:15:00,143.22,143.27,142.9,143.14,11020.953
2025-03-26 02:20:00,143.13,143.17,142.95,143.04,6423.953
2025-03-26 02:25:00,143.03,143.12,142.78,142.84,7371.606
2025-03-26 02:30:00,142.83,143.26,142.75,142.76,15614.853
2025-03-26 02:35:00,142.75,143.06,142.58,142.92,9471.123
2025-03-26 02:40:00,142.91,142.91,142.6,142.7,5211.701
2025-03-26 02:45:00,142.71,142.93,142.63,142.79,5474.23
2025-03-26 02:50:00,142.8,142.89,142.66,142.7,6078.472
2025-03-26 02:55:00,142.7,142.76,142.52,142.64,6563.112
2025-03-26 03:00:00,142.64,143.07,142.53,142.93,6831.317
2025-03-26 03:05:00,142.93,143.03,142.76,142.89,7955.566
2025-03-26 03:10:00,142.88,142.92,142.6,142.64,3832.911
2025-03-26 03:15:00,142.63,142.63,142.29,142.54,8640.376
2025-03-26 03:20:00,142.53,142.71,142.4,142.56,5131.354
2025-03-26 03:25:00,142.57,142.8,142.54,142.8,3235.115
2025-03-26 03:30:00,142.79,142.79,142.16,142.37,11505.099
2025-03-26 03:35:00,142.36,142.38,141.76,141.85,19523.975
2025-03-26 03:40:00,141.85,141.87,141.64,141.66,10202.393
2025-03-26 03:45:00,141.67,141.74,141.5,141.71,10036.098
2025-03-26 03:50:00,141.71,141.87,141.6,141.7,5762.435
2025-03-26 03:55:00,141.7,141.86,141.58,141.84,16062.769
2025-03-26 04:00:00,141.84,142.15,141.64,142.03,15005.314
2025-03-26 04:05:00,142.02,142.25,141.92,141.95,4861.933
2025-03-26 04:10:00,141.94,142.12,141.85,142.09,7868.524
2025-03-26 04:15:00,142.09,142.15,141.76,141.86,4895.747
2025-03-26 04:20:00,141.87,142.27,141.72,142.24,6545.198
2025-03-26 04:25:00,142.24,142.25,142.07,142.16,5178.67
2025-03-26 04:30:00,142.17,142.47,142.16,142.34,5919.074
2025-03-26 04:35:00,142.34,142.55,142.26,142.51,5474.019
2025-03-26 04:40:00,142.5,142.59,142.39,142.41,7671.431
2025-03-26 04:45:00,142.41,142.44,142.11,142.12,4267.018
2025-03-26 04:50:00,142.12,142.56,142.1,142.56,7372.365
2025-03-26 04:55:00,142.55,142.59,142.28,142.38,15050.36
2025-03-26 05:00:00,142.37,142.38,142.21,142.23,3605.05
2025-03-26 05:05:00,142.22,142.26,142.16,142.25,2783.474
2025-03-26 05:10:00,142.26,142.4,142.24,142.28,3645.361
2025-03-26 05:15:00,142.27,142.28,142.02,142.05,5362.281
2025-03-26 05:20:00,142.05,142.06,141.89,141.91,4745.138
2025-03-26 05:25:00,141.92,142.06,141.88,141.98,4991.804
2025-03-26 05:30:00,141.99,142.67,141.96,142.66,7118.689
2025-03-26 05:35:00,142.66,142.75,142.53,142.74,6108.654
2025-03-26 05:40:00,142.73,143.42,142.67,143.23,13736.197
2025-03-26 05:45:00,143.23,143.25,142.92,142.97,7012.95
2025-03-26 05:50:00,142.97,142.98,142.86,142.91,3417.821
2025-03-26 05:55:00,142.91,142.95,142.81,142.94,3145.451
2025-03-26 06:00:00,142.95,142.99,142.58,142.64,6425.507
2025-03-26 06:05:00,142.65,143.06,142.62,143.04,3492.76
2025-03-26 06:10:00,143.03,143.29,143.03,143.27,6287.494
2025-03-26 06:15:00,143.26,143.34,143.08,143.2,6792.423
2025-03-26 06:20:00,143.21,143.37,143.2,143.36,4428.274
2025-03-26 06:25:00,143.36,143.67,143.27,143.45,5934.388
2025-03-26 06:30:00,143.46,143.7,143.46,143.62,6033.764
2025-03-26 06:35:00,143.61,143.88,143.53,143.53,4963.629
2025-03-26 06:40:00,143.54,144.04,143.54,143.91,9426.501
2025-03-26 06:45:00,143.92,144.15,143.84,143.98,9927.24
2025-03-26 06:50:00,143.98,144.25,143.91,144.2,6322.119
2025-03-26 06:55:00,144.21,144.25,144.02,144.03,8384.603
2025-03-26 07:00:00,144.03,144.17,143.83,144.14,9685.454
2025-03-26 07:05:00,144.15,144.2,143.62,143.76,19233.323
2025-03-26 07:10:00,143.77,143.93,143.71,143.9,4163.449
2025-03-26 07:15:00,143.9,144.19,143.89,143.94,7390.904
2025-03-26 07:20:00,143.94,143.96,143.69,143.75,7648.271
2025-03-26 07:25:00,143.76,144.36,143.69,144.25,11558.511
2025-03-26 07:30:00,144.25,144.65,144.22,144.39,15836.569
2025-03-26 07:35:00,144.38,144.78,144.37,144.72,21545.668249999995
2025-03-26 07:40:00,144.71,144.89,144.55,144.66,13879.621
2025-03-26 07:45:00,144.65,144.83,144.54,144.59,9882.76
2025-03-26 07:50:00,144.59,144.63,144.31,144.39,10141.012
2025-03-26 07:55:00,144.39,144.63,144.37,144.5,9377.017
2025-03-26 08:00:00,144.5,144.74,144.28,144.29,8520.271
2025-03-26 08:05:00,144.3,144.56,144.21,144.39,7459.841
2025-03-26 08:10:00,144.39,144.42,144.07,144.25,6067.426
2025-03-26 08:15:00,144.25,144.59,143.91,144.03,11695.214
2025-03-26 08:20:00,144.04,144.18,143.96,144.18,6409.243
2025-03-26 08:25:00,144.18,144.28,144.0,144.15,4727.279
2025-03-26 08:30:00,144.15,144.66,144.14,144.5,8016.829
2025-03-26 08:35:00,144.49,144.9,144.47,144.74,6196.785
2025-03-26 08:40:00,144.74,145.05,144.71,144.85,21545.668249999995
2025-03-26 08:45:00,144.86,144.88,144.09,144.18,16716.148
2025-03-26 08:50:00,144.18,144.32,143.99,144.25,7187.378
2025-03-26 08:55:00,144.26,144.47,144.17,144.39,3801.793
2025-03-26 09:00:00,144.39,144.72,144.39,144.58,5923.001
2025-03-26 09:05:00,144.58,144.78,144.47,144.76,10057.343
2025-03-26 09:10:00,144.76,144.92,144.57,144.58,3887.968
2025-03-26 09:15:00,144.59,144.84,144.38,144.39,4662.399
2025-03-26 09:20:00,144.38,144.38,144.05,144.19,9864.892
2025-03-26 09:25:00,144.2,144.45,144.19,144.24,3914.551
2025-03-26 09:30:00,144.23,144.3,144.0,144.08,8556.379
2025-03-26 09:35:00,144.08,144.45,144.04,144.27,4022.059
2025-03-26 09:40:00,144.28,144.43,144.13,144.19,4366.013
2025-03-26 09:45:00,144.19,144.26,143.77,144.09,14298.249
2025-03-26 09:50:00,144.09,144.09,143.94,143.96,4852.453
2025-03-26 09:55:00,143.97,144.35,143.93,144.34,6168.735
2025-03-26 10:00:00,144.33,144.55,144.2,144.24,11349.224
2025-03-26 10:05:00,144.24,144.38,144.0,144.31,6235.01
2025-03-26 10:10:00,144.32,144.63,144.24,144.57,7295.596
2025-03-26 10:15:00,144.58,144.9,144.58,144.87,8648.371
2025-03-26 10:20:00,144.87,145.15,144.81,145.09,9158.962
2025-03-26 10:25:00,145.09,145.26,144.97,145.02,7177.239
2025-03-26 10:30:00,145.02,145.28,144.89,144.91,10317.596
2025-03-26 10:35:00,144.91,145.06,144.85,144.95,4427.504
2025-03-26 10:40:00,144.95,144.97,144.72,144.81,6588.601
2025-03-26 10:45:00,144.81,145.35,144.77,145.23,7041.373
2025-03-26 10:50:00,145.23,145.27,144.69,144.78,5987.38
2025-03-26 10:55:00,144.79,145.01,144.77,144.85,5356.521
2025-03-26 11:00:00,144.85,144.91,144.65,144.81,5132.693
2025-03-26 11:05:00,144.82,145.08,144.81,145.01,4471.722
2025-03-26 11:10:00,145.01,145.21,144.85,145.1,7973.95
2025-03-26 11:15:00,145.1,145.26,144.86,145.02,4801.997
2025-03-26 11:20:00,145.02,145.08,144.94,145.04,2971.368
2025-03-26 11:25:00,145.03,145.44,145.0,145.44,9106.85
2025-03-26 11:30:00,145.43,145.49,145.18,145.22,8225.368
2025-03-26 11:35:00,145.21,145.28,144.87,144.9,4536.293
2025-03-26 11:40:00,144.9,144.92,144.42,144.54,9028.136
2025-03-26 11:45:00,144.54,144.94,144.51,144.94,5428.922
2025-03-26 11:50:00,144.94,145.05,144.76,144.76,4799.379
2025-03-26 11:55:00,144.75,144.92,144.55,144.61,5971.043
2025-03-26 12:00:00,144.61,144.7,144.35,144.37,7076.815
2025-03-26 12:05:00,144.37,144.37,144.04,144.06,8371.369
2025-03-26 12:10:00,144.07,144.27,144.0,144.24,3972.279
2025-03-26 12:15:00,144.25,144.31,143.76,143.98,9532.02
