timestamp,open,high,low,close,volume
2025-03-25 22:05:00,87648.68,87791.26,87587.52,87791.25,46.0019
2025-03-25 22:10:00,87791.25,87805.82,87698.22,87718.47,76.52238
2025-03-25 22:15:00,87718.46,87734.39,87573.14,87577.0,140.49687625
2025-03-25 22:20:00,87577.0,87594.23,87485.17,87520.43,123.99114
2025-03-25 22:25:00,87520.42,87571.94,87251.24,87370.54,140.49687625
2025-03-25 22:30:00,87370.53,87417.75,87161.32,87417.74,140.49687625
2025-03-25 22:35:00,87417.74,87558.99,87405.0,87558.99,140.49687625
2025-03-25 22:40:00,87558.98,87592.98,87487.07,87573.18,112.29044
2025-03-25 22:45:00,87573.18,87573.18,87428.01,87502.01,110.80194
2025-03-25 22:50:00,87502.01,87671.5,87500.51,87649.57,50.37135
2025-03-25 22:55:00,87649.57,87649.57,87464.72,87464.73,50.31073
2025-03-25 23:00:00,87464.72,87503.45,87233.8,87233.8,66.30018
2025-03-25 23:05:00,87233.81,87262.0,87184.9,87250.54,127.50407
2025-03-25 23:10:00,87250.54,87304.35,87132.65,87240.0,140.49687625
2025-03-25 23:15:00,87240.0,87353.6,87220.27,87279.94,140.49687625
2025-03-25 23:20:00,87279.94,87346.59,87243.88,87338.0,140.49687625
2025-03-25 23:25:00,87337.99,87383.66,87271.01,87383.66,117.98484
2025-03-25 23:30:00,87383.66,87409.87,87341.13,87389.41,23.14498
2025-03-25 23:35:00,87389.42,87443.66,87370.55,87411.65,23.46642
2025-03-25 23:40:00,87411.66,87455.07,87376.9,87419.99,37.78387
2025-03-25 23:45:00,87420.0,87430.84,87328.5,87375.74,32.57727
2025-03-25 23:50:00,87375.75,87499.99,87365.87,87474.41,140.49687625
2025-03-25 23:55:00,87474.4,87494.83,87369.93,87392.87,140.49687625
2025-03-26 00:00:00,87392.88,87497.71,87286.95,87318.8,140.49687625
2025-03-26 00:05:00,87318.79,87318.8,87199.99,87300.37,71.6136
2025-03-26 00:10:00,87300.37,87384.0,87290.0,87304.34,39.3008
2025-03-26 00:15:00,87304.35,87479.28,87304.34,87438.43,62.82718
2025-03-26 00:20:00,87438.44,87561.02,87419.66,87546.92,43.99835
2025-03-26 00:25:00,87546.92,87611.41,87514.0,87597.8,55.39055
2025-03-26 00:30:00,87597.8,87600.35,87457.71,87564.95,40.61872
2025-03-26 00:35:00,87564.94,87718.76,87563.33,87629.35,89.52563
2025-03-26 00:40:00,87629.34,87773.58,87629.34,87753.64,67.16891
2025-03-26 00:45:00,87753.64,87800.0,87682.96,87682.97,57.25131
2025-03-26 00:50:00,87682.97,87814.0,87668.09,87708.26,43.27048
2025-03-26 00:55:00,87708.26,87708.26,87625.34,87652.0,27.05756
2025-03-26 01:00:00,87652.0,87652.0,87593.42,87613.88,18.13493
2025-03-26 01:05:00,87613.88,87625.05,87567.42,87582.53,33.30153
2025-03-26 01:10:00,87582.52,87734.13,87582.52,87719.51,24.43276
2025-03-26 01:15:00,87719.52,87739.87,87673.15,87695.66,30.20228
2025-03-26 01:20:00,87695.65,87892.14,87695.65,87792.15,87.88457
2025-03-26 01:25:00,87792.14,87873.44,87747.33,87841.26,52.88844
2025-03-26 01:30:00,87841.25,87853.49,87773.58,87783.64,45.80514
