timestamp,open,high,low,close,volume
2025-03-25 22:05:00,2063.5,2066.9,2061.3,2066.9,355.7231
2025-03-25 22:10:00,2066.89,2067.38,2066.27,2067.12,361.1348
2025-03-25 22:15:00,2067.12,2067.29,2060.0,2060.1,1441.5954
2025-03-25 22:20:00,2060.11,2061.51,2058.69,2061.02,1189.4975
2025-03-25 22:25:00,2061.03,2061.2,2057.2,2058.59,1055.5903
2025-03-25 22:30:00,2058.59,2058.8,2053.85,2058.58,1941.8044
2025-03-25 22:35:00,2058.59,2061.61,2058.53,2061.61,611.5449
2025-03-25 22:40:00,2061.62,2062.87,2061.2,2062.87,389.1646
2025-03-25 22:45:00,2062.87,2062.87,2060.29,2062.21,463.325
2025-03-25 22:50:00,2062.21,2067.81,2061.8,2067.68,837.5518
2025-03-25 22:55:00,2067.68,2067.79,2062.62,2062.63,778.4515
2025-03-25 23:00:00,2062.63,2063.63,2058.58,2058.92,923.0904
2025-03-25 23:05:00,2058.92,2060.0,2058.31,2059.6,425.1479
2025-03-25 23:10:00,2059.6,2060.0,2057.2,2059.86,592.016
2025-03-25 23:15:00,2059.85,2062.9,2059.2,2061.7,456.5751
2025-03-25 23:20:00,2061.7,2063.62,2060.89,2063.61,405.0946
2025-03-25 23:25:00,2063.61,2064.43,2062.62,2064.12,416.6988
2025-03-25 23:30:00,2064.12,2064.27,2060.6,2061.61,531.3155
2025-03-25 23:35:00,2061.62,2063.64,2060.8,2063.56,313.5413
2025-03-25 23:40:00,2063.56,2065.8,2062.8,2064.57,459.7536
2025-03-25 23:45:00,2064.57,2066.66,2063.06,2066.65,592.1571
2025-03-25 23:50:00,2066.65,2069.7,2066.65,2068.34,889.928
2025-03-25 23:55:00,2068.35,2068.35,2065.85,2066.15,550.6845
2025-03-26 00:00:00,2066.16,2067.15,2063.64,2063.88,535.5569
2025-03-26 00:05:00,2063.88,2064.01,2061.2,2064.01,595.1719
2025-03-26 00:10:00,2064.02,2065.91,2064.01,2064.05,659.8383
2025-03-26 00:15:00,2064.05,2067.5,2062.62,2066.79,412.86
2025-03-26 00:20:00,2066.78,2067.9,2064.98,2067.21,710.9709
2025-03-26 00:25:00,2067.2,2071.5,2066.25,2070.81,1198.7801
2025-03-26 00:30:00,2070.82,2071.0,2066.66,2069.19,596.9849
2025-03-26 00:35:00,2069.18,2073.41,2068.97,2071.7,1138.2197
2025-03-26 00:40:00,2071.69,2076.74,2071.69,2075.79,1695.2399
2025-03-26 00:45:00,2075.78,2075.97,2073.85,2073.94,581.379
2025-03-26 00:50:00,2073.94,2075.4,2071.05,2071.05,708.5255
2025-03-26 00:55:00,2071.05,2071.72,2069.75,2071.72,475.5792
2025-03-26 01:00:00,2071.71,2071.71,2068.79,2069.51,456.7921
2025-03-26 01:05:00,2069.51,2069.51,2066.71,2067.01,877.1092
2025-03-26 01:10:00,2066.99,2070.53,2066.5,2069.49,561.4875
2025-03-26 01:15:00,2069.5,2070.78,2068.27,2069.57,515.5599
2025-03-26 01:20:00,2069.57,2075.7,2069.56,2074.4,1228.5434
2025-03-26 01:25:00,2074.39,2076.45,2072.73,2075.93,1186.1136
2025-03-26 01:30:00,2075.93,2079.21,2073.47,2077.07,1752.5192
2025-03-26 01:35:00,2077.08,2078.31,2075.81,2076.76,815.1379
2025-03-26 01:40:00,2076.77,2078.17,2075.41,2076.13,803.4597
2025-03-26 01:45:00,2076.13,2078.12,2075.17,2075.6,823.2436
2025-03-26 01:50:00,2075.63,2075.75,2073.97,2074.88,590.2301
2025-03-26 01:55:00,2074.88,2074.97,2073.1,2074.01,870.6997
2025-03-26 02:00:00,2074.02,2074.74,2068.83,2068.93,1242.7327
2025-03-26 02:05:00,2068.92,2068.93,2061.0,2063.37,1975.6657
2025-03-26 02:10:00,2063.36,2063.86,2057.63,2058.58,1379.5573
2025-03-26 02:15:00,2058.57,2059.9,2056.21,2059.69,1397.2281
2025-03-26 02:20:00,2059.69,2060.99,2058.11,2060.16,779.6283
2025-03-26 02:25:00,2060.16,2061.9,2059.0,2061.34,623.621
2025-03-26 02:30:00,2061.34,2062.94,2059.13,2059.77,744.434
2025-03-26 02:35:00,2059.71,2060.52,2057.37,2059.89,804.9595
2025-03-26 02:40:00,2059.89,2059.89,2056.13,2056.47,862.2553
2025-03-26 02:45:00,2056.47,2056.89,2053.7,2054.52,2115.9588
2025-03-26 02:50:00,2054.55,2054.76,2051.39,2051.94,1556.9056
2025-03-26 02:55:00,2051.95,2052.25,2047.0,2048.5,3048.5736
2025-03-26 03:00:00,2048.5,2050.98,2047.02,2049.78,1284.4717
2025-03-26 03:05:00,2049.79,2052.94,2049.79,2052.53,824.4257
2025-03-26 03:10:00,2052.52,2053.54,2050.01,2051.52,788.7059
2025-03-26 03:15:00,2051.52,2055.07,2050.2,2054.27,1126.1041
2025-03-26 03:20:00,2054.27,2055.19,2053.35,2053.66,589.5262
2025-03-26 03:25:00,2053.66,2054.91,2053.53,2054.61,300.9621
2025-03-26 03:30:00,2054.61,2054.61,2050.28,2051.74,833.9184
2025-03-26 03:35:00,2051.74,2051.74,2046.46,2046.95,1110.7866
2025-03-26 03:40:00,2046.94,2047.48,2043.31,2044.44,1563.3372
2025-03-26 03:45:00,2044.45,2046.71,2042.6,2046.37,1512.3707
2025-03-26 03:50:00,2046.37,2046.95,2044.82,2046.95,522.0035
2025-03-26 03:55:00,2046.95,2051.34,2045.58,2049.07,1007.7635
2025-03-26 04:00:00,2049.06,2050.91,2047.55,2050.73,812.5317
2025-03-26 04:05:00,2050.72,2053.13,2050.66,2053.0,1964.7984
2025-03-26 04:10:00,2053.01,2054.1,2052.24,2052.24,926.7314
2025-03-26 04:15:00,2052.24,2052.24,2049.49,2049.5,928.7135
2025-03-26 04:20:00,2049.5,2051.01,2048.45,2050.98,731.9253
2025-03-26 04:25:00,2050.97,2053.4,2049.96,2052.69,1141.1165
2025-03-26 04:30:00,2052.68,2055.55,2052.65,2054.91,684.8771
2025-03-26 04:35:00,2054.91,2056.41,2053.86,2056.35,637.6816
2025-03-26 04:40:00,2056.36,2056.92,2055.0,2055.32,899.0869
2025-03-26 04:45:00,2055.33,2055.7,2051.03,2051.52,1308.6803
2025-03-26 04:50:00,2051.52,2053.14,2050.88,2053.14,656.0653
2025-03-26 04:55:00,2053.14,2053.36,2052.29,2052.6,520.3329
2025-03-26 05:00:00,2052.59,2052.6,2050.03,2050.27,525.326
2025-03-26 05:05:00,2050.28,2051.49,2050.27,2051.39,321.4458
2025-03-26 05:10:00,2051.38,2053.16,2051.35,2052.1,374.9539
2025-03-26 05:15:00,2052.1,2052.82,2051.09,2052.49,634.1811
2025-03-26 05:20:00,2052.49,2052.49,2049.61,2050.02,947.7479
2025-03-26 05:25:00,2050.01,2052.7,2049.83,2052.08,376.7488
2025-03-26 05:30:00,2052.09,2057.5,2051.99,2057.15,550.7986
2025-03-26 05:35:00,2057.16,2057.32,2055.39,2057.31,793.9784
2025-03-26 05:40:00,2057.31,2068.0,2056.31,2063.95,4509.9791
2025-03-26 05:45:00,2063.94,2064.59,2060.12,2060.86,921.2487
2025-03-26 05:50:00,2060.86,2062.18,2060.0,2060.91,679.4225
2025-03-26 05:55:00,2060.92,2061.62,2058.58,2059.12,1134.9811
2025-03-26 06:00:00,2059.12,2059.6,2056.84,2056.99,1491.6357
2025-03-26 06:05:00,2056.99,2060.86,2056.87,2060.86,475.1341
2025-03-26 06:10:00,2060.87,2062.08,2060.14,2060.43,644.0675
2025-03-26 06:15:00,2060.43,2060.54,2058.93,2060.54,602.3389
2025-03-26 06:20:00,2060.53,2061.62,2060.53,2061.17,346.2223
2025-03-26 06:25:00,2061.12,2062.34,2059.07,2059.16,836.2954
