open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-04-01 20:15:00,84980.54,85103.78,84942.58,84967.1,80.10434,2025-04-01 20:29:59.999,6810109.2076991,19366,36.60152,3111751.4779522,0
2025-04-01 20:30:00,84967.1,85052.0,84853.14,85021.71,74.80118,2025-04-01 20:44:59.999,6355874.9546433,18433,41.33709,3511908.3323996,0
2025-04-01 20:45:00,85021.72,85350.0,85010.25,85231.28,188.79314,2025-04-01 20:59:59.999,16085279.6770861,36898,87.67763,7469039.8838914,0
2025-04-01 21:00:00,85231.28,85332.43,85120.0,85292.46,80.21412,2025-04-01 21:14:59.999,6838773.4777259,18584,50.14086,4275166.2517367,0
2025-04-01 21:15:00,85292.45,85292.46,85174.13,85184.0,56.39703,2025-04-01 21:29:59.999,4806178.4463013,10806,29.92406,2550176.206026,0
2025-04-01 21:30:00,85184.0,85476.86,85135.26,85360.74,116.83061,2025-04-01 21:44:59.999,9972309.1902085,30580,72.66643,6201591.0109124,0
2025-04-01 21:45:00,85360.74,85372.65,85180.71,85223.84,72.39965,2025-04-01 21:59:59.999,6174197.6173094,20564,32.65128,2784294.4605753,0
2025-04-01 22:00:00,85223.84,85483.38,85144.29,85374.69,141.76793,2025-04-01 22:14:59.999,12094455.8198778,31298,98.04907,8365189.1710418,0
2025-04-01 22:15:00,85374.68,85386.55,85212.9,85222.33,110.83308,2025-04-01 22:29:59.999,9451954.6672619,18908,49.23363,4198584.6731671,0
2025-04-01 22:30:00,85222.33,85324.0,85168.78,85209.55,92.21739,2025-04-01 22:44:59.999,7861092.3434876,21463,44.43493,3787710.1431823,0
2025-04-01 22:45:00,85209.55,85337.75,85082.0,85099.99,132.29462,2025-04-01 22:59:59.999,11270232.336675,16598,54.27301,4623540.789519,0
2025-04-01 23:00:00,85100.0,85126.96,84969.56,85056.61,112.37424,2025-04-01 23:14:59.999,9556659.6433327,17683,46.38365,3944448.5710911,0
2025-04-01 23:15:00,85056.61,85346.08,85056.6,85343.67,72.77712,2025-04-01 23:29:59.999,6202654.581954,17400,43.02457,3666907.4069142,0
2025-04-01 23:30:00,85343.66,85579.46,85208.43,85247.54,234.60811,2025-04-01 23:44:59.999,20036806.4328151,31988,147.28324,12582521.1526805,0
2025-04-01 23:45:00,85247.55,85250.35,85150.78,85158.34,76.10213,2025-04-01 23:59:59.999,6483771.6988703,13707,47.23596,4024386.0279748,0
2025-04-02 00:00:00,85158.35,85255.95,85120.53,85137.07,82.54903,2025-04-02 00:14:59.999,7030483.599408,23144,48.1302,4099180.3251429,0
