timestamp,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,sma_100,ema_5,ema_10,ema_20,ema_50,ema_100,rsi_14,ema_12,ema_26,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,atr_14,roc_5,roc_10,roc_20,stoch_k,stoch_d,future_price,price_change_pct,target,target_buy,target_sell,target_hold
2025-03-26 06:20:00,143.21,143.37,143.2,143.36,4428.274,143.102,143.03,142.636,142.5066,143.115,143.16682380051336,142.99041728707346,142.77362937903462,142.73947604648416,142.92534090636542,66.8749999999998,142.93243948683352,142.71852192125874,0.21391756557477493,0.11749932504218027,0.09641824053259465,142.636,0.46620980142801477,143.56841960285604,141.70358039714395,0.3157142857142828,0.2938295788442735,0.4906771344455496,0.667087985394299,96.10389610389778,90.69264069264172,144.18,0.5719866071428523,HOLD,0,0,1
2025-03-26 06:25:00,143.36,143.67,143.27,143.45,5934.388,143.264,143.10099999999997,142.7025,142.5128,143.1168,143.2612158670089,143.07397778033283,142.83804562865038,142.76733973093576,142.93573019534827,72.87581699346325,143.0120641811668,142.77270548264698,0.2393586985198226,0.14187119973770873,0.09748749878211388,142.7025,0.48327691745783,143.66905383491564,141.73594616508433,0.3257142857142818,0.5678631519910216,0.4974078744570454,0.9358288770053402,87.70949720670393,89.84255967496249,144.15,0.4879749041477986,HOLD,0,0,1
2025-03-26 06:30:00,143.46,143.7,143.46,143.62,6033.764,143.38,143.14,142.75549999999998,142.52439999999999,143.1203,143.38081057800593,143.17325454754504,142.91251747354082,142.80077738854612,142.94928009247008,77.66990291262096,143.1055927686796,142.83546803948795,0.2701247291916502,0.16752190562849703,0.10260282356315317,142.75549999999998,0.5232939699132205,143.80208793982644,141.70891206017353,0.3314285714285664,0.4054809843400564,0.2722893248621183,0.7435465768799165,95.60439560439646,93.13926297166604,144.5,0.6127280323074749,HOLD,0,0,1
2025-03-26 06:35:00,143.61,143.88,143.53,143.53,4963.629,143.432,143.196,142.813,142.5382,143.1265,143.43054038533728,143.2381173570823,142.9713253332036,142.82937435370118,142.9607794965796,74.91961414790958,143.17088618888275,142.88691485137772,0.28397133750502235,0.1908117920038021,0.09315954550122024,142.813,0.5426843611065628,143.89836872221312,141.72763127778686,0.34357142857142264,0.18147553570182495,0.39169056445407247,0.807697710352584,81.77083333333351,88.36157538147796,144.74,0.8430293318470061,HOLD,0,0,1
2025-03-26 06:40:00,143.54,144.04,143.54,143.91,9426.501,143.574,143.296,142.897,142.5612,143.1369,143.59036025689153,143.36027783761278,143.06072292051755,142.87175183002665,142.97957594219187,72.24199288256182,143.2845960059777,142.96269893646087,0.3218970695168366,0.21702884750640902,0.10486822201042759,142.897,0.5766518606761,144.05030372135218,141.7436962786478,0.3292857142857092,0.49581005586591953,0.6997410957945593,1.181185403923224,91.39072847682144,89.58865247151714,144.85,0.653186019039676,HOLD,0,0,1
2025-03-26 06:45:00,143.92,144.15,143.84,143.98,9927.24,143.69799999999998,143.4,142.9835,142.5824,143.14860000000002,143.72024017126103,143.47295459441045,143.1482731185635,142.91521254257464,142.9993863195742,72.14285714285649,143.3915812358273,143.0380545707971,0.3535266650301878,0.2443284110111648,0.10919825401902303,142.9835,0.6036143331283972,144.19072866625677,141.7762713337432,0.33571428571428086,0.43247767857141906,0.7275780047572455,1.216168717047439,89.17197452229193,87.44451211081564,144.18,0.13890818169191352,HOLD,0,0,1
2025-03-26 06:50:00,143.98,144.25,143.91,144.2,6322.119,143.848,143.55599999999998,143.0795,142.6124,143.1616,143.88016011417403,143.605144668154,143.24843758346222,142.96559636443445,143.02316084789945,69.16996047430783,143.51595335339232,143.12412460258992,0.39182875080240365,0.2738284789694126,0.11800027183299105,143.0795,0.6375650637593374,144.35463012751867,141.80436987248132,0.3064285714285668,0.5228302544440622,1.093662366797532,1.3494517852122412,97.00598802395139,92.52289700768826,144.25,0.03467406380028528,HOLD,0,0,1
2025-03-26 06:55:00,144.21,144.25,144.02,144.03,8384.603,143.93,143.65500000000003,143.17849999999999,142.6372,143.1692,143.9301067427827,143.68239109212598,143.32287209932295,143.00733768347624,143.04309825685192,71.7213114754094,143.59503745287043,143.19122648387955,0.4038109689908822,0.2998249769737065,0.10398599201717568,143.17849999999999,0.6228480848828436,144.42419616976568,141.9328038302343,0.29928571428570805,0.28547556050688705,0.6921140939597281,1.3938753959873207,86.82634730538919,91.00143661721084,144.39,0.24994792751509073,HOLD,0,0,1
2025-03-26 07:00:00,144.03,144.17,143.83,144.14,9685.454,144.052,143.74200000000002,143.29000000000002,142.666,143.1775,144.00007116185515,143.76559271173943,143.40069380414934,143.051755813536,143.06481908344892,74.69879518072231,143.67887784473652,143.26150600359216,0.41737184114435877,0.323334349807837,0.09403749133652178,143.29000000000002,0.582083372577916,144.45416674515585,142.1258332548442,0.3149999999999937,0.42499825820385695,0.6072450617714553,1.5714185046860507,93.41317365269374,92.4151696606781,144.58,0.30525877618983366,HOLD,0,0,1
2025-03-26 07:05:00,144.15,144.2,143.62,143.76,19233.323,144.022,143.798,143.379,142.6884,143.1805,143.92004744123676,143.76457585505952,143.4349134418494,143.0795300953581,143.07858504219251,64.43661971830957,143.6913581763155,143.29843148480754,0.39292669150796655,0.3372528181478629,0.055673873360103654,143.379,0.5017852339923107,144.3825704679846,142.37542953201537,0.3464285714285649,-0.10423181154889383,0.3910614525139744,1.253697703901957,70.65868263472977,83.63273453093757,144.76,0.6956037840845855,HOLD,0,0,1
