timestamp,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,sma_100,ema_5,ema_10,ema_20,ema_50,ema_100,rsi_14,ema_12,ema_26,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,atr_14,roc_5,roc_10,roc_20,stoch_k,stoch_d,future_price,price_change_pct,target,target_buy,target_sell,target_hold
2025-03-26 06:20:00,2060.53,2061.62,2060.53,2061.17,346.2223,2059.998,2060.214,2056.245,2054.2958,2060.6417,2060.380233355115,2059.314138285831,2057.5027833028953,2057.1934845328783,2059.4911973302096,65.69747317410904,2058.8715131310382,2056.9763580635868,1.8951550674514692,1.317649791399666,0.5775052760518031,2056.245,4.5109206669086594,2065.2668413338174,2047.2231586661826,3.406428571428575,0.09955709235014432,0.19541598813892502,0.2846272113344872,62.86025013594359,60.37701649447112,2067.11,0.2881858361998309,HOLD,0,0,1
2025-03-26 06:25:00,2061.12,2062.34,2059.07,2059.16,836.2954,2060.432,2060.399,2056.627,2054.2852,2060.5643,2059.97348890341,2059.2861131429527,2057.6606134645244,2057.270602786491,2059.4846389672352,60.93084234677159,2058.915895726263,2057.138109318136,1.7777864081272128,1.4096771147451757,0.36810929338203713,2056.627,4.412141263185089,2065.45128252637,2047.8027174736299,3.516428571428573,0.10549394989767258,0.08992324929155693,0.3724068008110981,51.93039695486566,58.075040783033764,2068.29,0.44338468113211743,HOLD,0,0,1
2025-03-26 06:30:00,2059.17,2061.62,2058.61,2061.37,446.4759,2060.5339999999997,2060.141,2057.0384999999997,2054.3094,2060.5068,2060.438992602273,2059.6650016624158,2058.013888372665,2057.4313634615305,2059.521972849072,68.76033057851197,2059.293450229915,2057.4515827019777,1.841867527937211,1.4961151973835827,0.3457523305536283,2057.0384999999997,4.453402336237374,2065.9453046724743,2048.131695327525,3.5257142857142947,0.024746950302279025,-0.125003028174131,0.400849430628214,63.51128233351633,59.433976474775186,2068.67,0.3541334161261774,HOLD,0,0,1
2025-03-26 06:35:00,2061.36,2063.19,2060.6,2060.86,875.3655,2060.62,2060.141,2057.4515,2054.2998,2060.5144,2060.5793284015153,2059.882274087431,2058.284946622887,2057.5658197963726,2059.548468436219,65.29616724738696,2059.534457886851,2057.7040580573866,1.830399829464568,1.5629721237997798,0.26742770566478824,2057.4515,4.402841516683827,2066.2571830333677,2048.6458169666325,3.505714285714313,0.020869430167502756,0.0,0.4024164474325298,55.40287320424875,56.94818416421024,2069.06,0.3978921421154187,HOLD,0,0,1
2025-03-26 06:40:00,2060.86,2064.42,2060.86,2063.81,643.9013,2061.274,2060.4309999999996,2058.1285,2054.3806,2060.5422999999996,2061.6562189343435,2060.596406071534,2058.8111421826125,2057.8106896082795,2059.6328551998586,62.528216704288695,2060.1922335965664,2058.1563500531356,2.0358835434308276,1.6575544077259894,0.37832913570483817,2058.1285,4.279727333909418,2066.6879546678188,2049.569045332181,3.366428571428579,0.15869626408611115,0.14071453872319672,0.6604008252571569,66.77240285487699,61.89551946421401,2067.61,0.18412547666695006,HOLD,0,0,1
2025-03-26 06:45:00,2063.81,2064.82,2063.03,2064.22,622.4828,2061.884,2060.941,2058.7699999999995,2054.4672,2060.5986,2062.510812622896,2061.255241331255,2059.326271498554,2058.0620351138373,2059.7236897503562,62.87737607156145,2060.8118899663255,2058.6055093084587,2.2063806578667027,1.7673196577541321,0.43906100011257054,2058.7699999999995,4.176839651418459,2067.1236793028365,2050.4163206971625,3.3564285714285558,0.14797420882313173,0.247678619992997,0.6254295867679893,67.66467065868108,63.27998223926894,2063.39,-0.04020889246300915,HOLD,0,0,1
2025-03-26 06:50:00,2064.22,2066.0,2063.63,2065.85,735.8126,2063.222,2061.8269999999998,2059.4575,2054.6548000000003,2060.6713,2063.6238750819307,2062.0906519982996,2059.947578974882,2058.3674455015303,2059.8450028246066,54.35380384967937,2061.58698381766,2059.142138248573,2.4448455690871924,1.9028248400207444,0.542020729066448,2059.4575,4.152730078543234,2067.7629601570866,2051.1520398429134,2.6907142857142583,0.3248897608733703,0.4307264498125907,0.6700453194288691,98.36244541484615,77.5998396428014,2062.75,-0.15005929762567027,HOLD,0,0,1
2025-03-26 06:55:00,2065.86,2069.0,2064.75,2067.0,2028.2036,2064.3480000000004,2062.441,2060.183,2054.9044,2060.7252,2064.7492500546205,2062.9832607258813,2060.6192381201313,2058.7059770504898,2059.986685936991,65.44265593561292,2062.4197555380197,2059.7242020820117,2.6955534560079286,2.0613705632181816,0.634182892789747,2060.183,4.13886852068904,2068.4607370413783,2051.9052629586217,2.6749999999999545,0.2731193332589532,0.29793387226690893,0.7069461970582225,83.55263157894717,83.19324921749147,2063.58,-0.16545718432511236,HOLD,0,0,1
2025-03-26 07:00:00,2067.01,2067.49,2065.25,2066.39,1490.6721,2065.454,2063.037,2061.0015,2055.1934,2060.7603999999997,2065.2961667030804,2063.60266786663,2061.1688344896424,2059.007311283804,2060.1134842352685,63.405088062621715,2063.0305623783242,2060.217964890752,2.812597487572475,2.2116159480890403,0.6009815394834348,2061.0015,3.607855865654436,2068.217211731309,2053.785788268691,2.679285714285665,0.2683345787680702,0.2892600088331143,0.7985287948410136,78.53618421052501,86.8170870681061,2061.91,-0.21680321720488477,HOLD,0,0,1
2025-03-26 07:05:00,2066.4,2066.52,2063.7,2064.01,1425.0562,2065.4939999999997,2063.384,2061.598,2055.5036,2060.7784,2064.8674444687204,2063.676728254515,2061.439421681105,2059.203495155027,2060.1906429632827,61.62624821683351,2063.1812450893513,2060.498856380326,2.6823887090254175,2.305770500276316,0.3766182087491017,2061.598,2.9882006555553278,2067.5744013111107,2055.621598688889,2.6635714285713936,0.009690814561436056,0.1684024576082077,0.5813613504346948,58.96381578947499,73.68421052631572,2062.38,-0.07897248559842777,HOLD,0,0,1
